"用户id","年龄","性别","门店id","评分","人均价格","是否点击"
"1505","17","F","223","0","210","1"
"1505","78","M","197","1","92","0"
"1505","46","M","412","1","136","0"
"1505","57","M","436","1","85","1"
"1505","10","M","239","4","123","0"
"1505","40","M","484","0","192","1"
"1505","15","F","217","4","190","1"
"1505","37","M","372","1","57","1"
"1505","29","M","383","1","164","0"
"1505","74","F","425","2","182","1"
"1505","14","F","402","1","180","0"
"1505","33","M","370","1","200","0"
"1505","73","M","425","4","165","1"
"1505","41","F","346","2","175","0"
"1505","61","M","142","1","149","0"
"1505","62","M","105","3","167","1"
"1505","44","M","483","4","88","0"
"1506","41","M","247","3","81","0"
"1506","76","F","405","1","170","0"
"1506","45","M","197","0","123","1"
"1506","48","M","370","2","228","1"
"1506","71","M","273","4","151","1"
"1506","24","F","116","0","223","1"
"1507","56","M","290","1","228","1"
"1507","74","F","347","4","156","0"
"1507","35","M","337","1","171","1"
"1507","78","M","172","0","160","1"
"1507","23","M","210","1","194","0"
"1507","54","F","419","3","139","0"
"1507","76","F","151","2","191","0"
"1507","39","M","336","3","103","0"
"1507","25","F","371","0","218","1"
"1507","34","M","286","0","62","0"
"1507","25","F","105","1","162","0"
"1507","26","F","221","3","156","0"
"1507","35","M","172","3","179","0"
"1507","37","M","381","2","78","0"
"1507","23","F","488","3","151","0"
"1511","74","F","188","4","153","0"
"1511","12","F","419","3","177","0"
"1511","55","M","115","2","64","1"
"1511","50","F","254","4","151","1"
"1511","77","F","145","3","161","1"
"1511","50","M","463","1","68","0"
"1511","12","M","282","4","74","1"
"1511","40","F","324","1","175","1"
"1511","39","F","494","0","132","0"
"1511","13","M","319","1","249","0"
"1511","23","F","499","1","204","0"
"1511","63","F","158","3","229","0"
"1511","17","M","300","1","178","0"
"1511","16","M","363","2","126","1"
"1511","22","F","475","0","121","1"
"1511","32","M","242","3","84","1"
"1511","31","F","352","3","121","1"
"1511","64","M","394","1","60","0"
"1513","75","F","322","1","249","0"
"1513","19","F","248","0","72","0"
"1513","58","F","474","0","76","1"
"1513","65","M","363","2","230","1"
"1513","43","M","443","4","236","0"
"1513","21","F","492","4","204","1"
"1513","35","F","500","3","154","1"
"1513","27","M","420","4","159","0"
"1513","19","F","194","4","92","0"
"1513","56","F","383","0","95","1"
"1513","69","F","347","4","199","0"
"1513","12","F","271","0","104","1"
"1513","12","F","231","1","86","0"
"1514","35","F","393","3","94","0"
"1514","61","F","133","3","243","1"
"1514","65","M","240","4","231","0"
"1514","22","M","153","0","102","1"
"1514","50","F","386","3","188","0"
"1514","56","M","421","4","213","1"
"1514","78","F","215","0","235","1"
"1516","39","F","233","2","71","0"
"1516","68","F","258","4","245","1"
"1516","16","M","186","1","235","1"
"1516","12","F","409","2","197","0"
"1516","51","M","354","2","188","1"
"1516","76","M","344","0","224","1"
"1516","64","F","240","2","241","1"
"1516","61","F","120","3","178","1"
"1516","68","F","257","3","62","0"
"1516","60","M","355","3","148","1"
"1516","30","M","127","1","196","1"
"1516","18","M","278","4","236","0"
"1516","72","M","161","0","65","0"
"1516","29","M","146","3","82","1"
"1516","61","F","336","4","201","0"
"1516","59","M","333","1","247","1"
"1516","27","F","137","4","125","0"
"1516","75","F","405","4","120","1"
"1519","44","M","186","0","70","1"
"1519","64","M","448","0","111","1"
"1519","33","F","393","4","118","1"
"1519","69","F","462","2","127","1"
"1519","45","M","202","2","157","0"
"1519","45","F","489","3","127","1"
"1519","36","M","492","0","56","0"
"1519","16","M","105","4","51","1"
"1520","68","M","127","4","120","0"
"1520","42","F","429","0","150","1"
"1520","77","M","150","2","59","0"
"1520","36","M","306","4","128","1"
"1520","26","M","410","4","69","1"
"1520","22","F","431","0","91","0"
"1520","18","F","224","2","222","1"
"1520","72","M","279","0","205","1"
"1520","62","F","384","1","167","1"
"1520","37","F","487","2","144","1"
"1520","14","M","493","3","58","1"
"1520","32","M","251","4","97","1"
"1520","13","M","229","0","118","0"
"1522","65","M","291","1","106","1"
"1522","35","F","340","1","62","0"
"1522","70","M","482","4","90","1"
"1522","67","M","170","2","51","1"
"1522","50","F","188","4","231","0"
"1522","30","F","265","1","234","0"
"1522","36","F","369","0","205","0"
"1522","51","M","500","3","108","1"
"1524","48","M","421","3","202","1"
"1524","49","M","398","2","242","0"
"1524","65","F","242","0","121","1"
"1524","43","F","469","1","169","1"
"1524","61","F","305","2","128","1"
"1524","27","F","119","0","122","1"
"1524","28","M","296","4","61","1"
"1525","70","M","191","1","224","1"
"1525","16","F","483","1","110","1"
"1525","26","F","131","3","239","0"
"1525","25","M","404","0","72","1"
"1525","46","M","438","2","131","1"
"1525","67","M","438","2","98","1"
"1525","68","F","390","3","121","0"
"1525","47","F","476","1","232","0"
"1525","55","F","339","2","164","1"
"1525","49","M","346","3","238","0"
"1525","17","M","226","0","235","0"
"1525","47","F","140","4","107","0"
"1527","42","M","115","1","170","0"
"1527","21","M","108","2","76","1"
"1527","69","M","493","0","92","0"
"1527","26","F","297","0","82","1"
"1527","28","M","368","4","66","1"
"1527","19","F","242","1","204","0"
"1527","70","M","435","2","158","0"
"1527","25","F","367","0","124","0"
"1527","51","F","200","2","204","0"
"1527","47","M","286","4","169","0"
"1527","36","F","298","4","95","0"
"1527","38","F","488","2","207","0"
"1527","60","F","287","1","232","0"
"1527","72","F","449","0","50","0"
"1527","32","F","378","0","121","1"
"1527","27","F","497","0","169","0"
"1527","18","M","256","0","101","1"
"1527","44","M","122","0","198","0"
"1528","72","M","280","0","122","1"
"1528","76","M","261","1","174","1"
"1528","42","M","412","2","239","0"
"1528","16","M","273","4","199","1"
"1528","65","M","317","2","169","1"
"1528","36","F","307","3","139","1"
"1528","25","F","108","1","58","0"
"1531","55","F","443","4","72","1"
"1531","66","F","370","3","102","0"
"1531","75","F","106","2","240","1"
"1531","33","M","212","1","174","1"
"1531","72","F","368","0","225","1"
"1531","60","M","431","3","51","0"
"1531","26","F","191","2","211","0"
"1534","39","M","348","0","224","0"
"1534","45","M","343","3","159","1"
"1534","23","F","235","0","109","0"
"1534","11","M","382","3","143","0"
"1534","39","M","427","3","59","0"
"1534","43","F","271","4","50","1"
"1534","44","M","448","1","185","0"
"1534","54","F","226","2","164","0"
"1534","15","F","313","3","234","1"
"1534","79","M","406","4","183","0"
"1534","48","F","497","1","205","1"
"1535","17","F","270","1","137","0"
"1535","48","M","471","3","138","1"
"1535","57","M","445","2","141","1"
"1535","43","F","219","3","244","1"
"1535","44","F","366","1","190","0"
"1535","54","F","401","0","72","0"
"1535","12","M","134","4","123","1"
"1535","64","M","223","0","84","1"
"1535","37","M","371","1","85","0"
"1535","35","F","311","3","187","0"
"1536","78","F","325","0","199","0"
"1536","39","F","395","0","143","0"
"1536","77","M","425","0","223","1"
"1536","47","F","144","4","119","1"
"1536","59","M","489","1","98","0"
"1536","16","F","485","0","164","0"
"1536","72","F","215","3","67","0"
"1536","40","M","477","2","224","0"
"1536","67","F","292","2","80","0"
"1537","33","F","352","4","170","0"
"1537","28","F","120","2","217","1"
"1537","79","M","327","4","135","1"
"1537","59","F","113","0","157","1"
"1537","40","M","393","2","185","0"
"1537","79","M","311","2","85","0"
"1537","30","M","168","2","116","1"
"1537","34","F","262","1","217","0"
"1537","45","F","161","0","92","1"
"1539","24","F","110","4","112","1"
"1539","57","M","248","4","144","0"
"1539","61","F","216","3","220","0"
"1539","60","M","187","0","150","1"
"1539","33","M","310","3","210","0"
"1539","11","F","362","4","189","1"
"1539","10","F","358","3","229","0"
"1539","19","M","259","2","191","1"
"1539","61","F","375","1","226","1"
"1539","44","M","486","0","124","1"
"1539","77","F","385","3","77","0"
"1540","54","M","466","3","139","0"
"1540","18","M","475","0","151","1"
"1540","44","F","429","4","82","1"
"1540","40","M","231","2","82","1"
"1540","70","M","450","4","128","1"
"1540","55","F","401","2","199","0"
"1540","63","M","414","0","120","0"
"1540","61","M","443","1","87","0"
"1540","64","M","101","2","65","0"
"1540","34","F","362","2","205","0"
"1540","34","F","283","3","62","0"
"1540","72","F","405","2","231","0"
"1540","14","F","322","0","156","0"
"1540","28","F","389","4","153","1"
"1540","49","F","461","2","234","1"
"1540","71","M","461","0","248","0"
"1540","33","M","242","0","164","0"
"1540","71","M","372","4","240","0"
"1540","72","M","382","1","226","1"
"1541","73","F","389","2","117","1"
"1541","11","F","128","2","59","1"
"1541","79","M","309","2","163","1"
"1541","56","F","478","0","243","0"
"1541","30","F","158","1","172","0"
"1541","53","M","342","0","95","0"
"1541","74","F","336","4","179","0"
"1541","59","F","175","2","94","1"
"1541","14","F","262","4","111","1"
"1541","39","M","211","0","184","1"
"1541","41","M","297","1","211","0"
"1541","73","F","291","2","198","1"
"1542","63","F","268","4","215","0"
"1542","13","M","427","4","139","1"
"1542","46","M","486","0","159","0"
"1542","33","M","178","0","72","0"
"1542","39","M","126","3","220","1"
"1542","60","F","134","3","86","0"
"1542","61","M","114","2","217","1"
"1542","62","M","303","0","199","1"
"1542","37","M","234","4","208","0"
"1542","46","F","226","2","233","0"
"1542","25","M","379","2","107","0"
"1542","64","F","407","2","138","1"
"1542","48","F","217","4","241","0"
"1542","28","M","460","1","196","1"
"1545","58","M","109","2","247","1"
"1545","61","F","348","3","77","0"
"1545","18","F","289","0","166","1"
"1545","39","M","285","1","186","0"
"1545","25","F","203","4","227","1"
"1545","75","M","293","0","80","0"
"1545","14","F","165","2","225","1"
"1545","38","M","496","3","81","0"
"1545","38","M","254","0","81","0"
"1546","39","F","258","2","128","0"
"1546","30","M","138","1","188","1"
"1546","43","M","414","4","93","0"
"1546","64","M","482","0","187","1"
"1546","71","F","273","3","96","1"
"1546","69","F","192","2","223","1"
"1546","32","F","344","4","73","1"
"1546","43","M","460","3","188","0"
"1546","16","F","118","2","194","0"
"1546","27","M","374","4","198","0"
"1546","25","F","232","2","81","0"
"1547","11","F","146","1","50","0"
"1547","16","F","119","4","96","0"
"1547","79","M","281","0","88","0"
"1547","29","M","265","2","78","1"
"1547","66","F","110","1","128","0"
"1547","34","M","102","0","113","0"
"1547","78","M","224","0","131","1"
"1547","57","M","232","1","118","0"
"1547","51","F","206","2","177","1"
"1547","42","M","263","0","178","0"
"1547","24","M","195","4","163","0"
"1547","58","F","152","1","111","0"
"1547","21","M","157","3","79","0"
"1547","67","M","245","4","51","0"
"1548","62","F","482","2","242","0"
"1548","41","M","404","3","88","0"
"1548","59","F","375","1","90","1"
"1548","79","F","499","3","131","0"
"1548","41","F","449","4","82","0"
"1548","57","M","318","3","220","1"
"1548","11","F","337","4","102","1"
"1548","75","F","173","2","225","1"
"1548","21","F","170","4","119","1"
"1548","56","M","215","4","147","1"
"1548","49","M","133","0","212","0"
"1548","59","F","245","0","159","0"
"1548","72","F","173","1","89","1"
"1548","45","F","305","0","78","0"
"1548","48","F","378","3","56","1"
"1549","13","F","229","2","68","1"
"1549","38","M","441","1","229","0"
"1549","48","M","279","2","159","1"
"1549","32","M","369","2","243","1"
"1549","27","M","362","4","190","1"
"1549","56","M","361","0","211","0"
"1549","58","F","274","3","115","1"
"1549","43","M","428","0","112","1"
"1549","63","F","134","4","194","0"
"1549","60","M","203","2","202","1"
"1549","39","F","144","3","197","1"
"1549","64","F","475","0","146","0"
"1550","43","F","181","0","58","1"
"1550","53","F","213","3","137","0"
"1550","30","M","294","4","184","0"
"1550","33","F","477","0","118","0"
"1550","14","M","199","4","194","0"
"1550","55","M","251","2","104","0"
"1550","67","F","140","2","240","0"
"1550","29","F","191","2","218","0"
"1551","28","M","486","2","182","0"
"1551","63","F","284","0","140","0"
"1551","64","F","370","4","117","0"
"1551","51","M","366","3","77","1"
"1551","11","F","474","4","155","1"
"1551","55","F","374","3","193","1"
"1551","52","F","311","4","117","0"
"1551","49","M","213","1","114","0"
"1551","69","F","493","4","128","1"
"1552","16","M","329","0","104","0"
"1552","79","F","220","1","117","0"
"1552","21","F","266","4","213","1"
"1552","67","F","343","1","224","1"
"1552","44","M","268","4","104","0"
"1552","71","M","353","4","235","1"
"1552","30","F","140","0","135","0"
"1552","74","M","376","0","127","1"
"1552","24","F","310","0","225","0"
"1552","77","M","277","0","154","1"
"1552","42","F","311","4","165","0"
"1552","64","F","404","4","174","0"
"1552","64","M","163","1","108","1"
"1552","64","F","287","4","219","1"
"1553","50","M","431","3","106","1"
"1553","16","F","297","0","229","0"
"1553","29","F","414","1","55","1"
"1553","24","M","248","1","244","0"
"1553","40","F","213","2","62","1"
"1553","13","M","179","1","148","0"
"1553","68","M","252","3","85","0"
"1553","11","F","164","0","72","1"
"1553","23","M","111","3","231","1"
"1553","44","F","183","1","101","0"
"1553","11","F","103","4","83","0"
"1553","65","M","105","3","131","0"
"1553","74","F","387","1","220","1"
"1553","32","F","476","2","242","0"
"1553","57","F","488","4","126","0"
"1553","53","F","330","2","127","1"
"1553","66","F","466","3","122","1"
"1554","75","M","353","2","230","1"
"1554","27","F","241","4","65","0"
"1554","42","F","341","2","232","0"
"1554","67","F","391","2","230","0"
"1554","79","F","426","2","146","0"
"1554","15","M","434","0","179","0"
"1555","68","M","259","1","240","0"
"1555","67","M","238","2","153","1"
"1555","17","M","142","2","214","0"
"1555","75","F","277","2","174","1"
"1555","36","F","471","4","55","1"
"1555","55","F","357","4","179","0"
"1555","77","M","245","4","129","0"
"1555","27","M","214","1","98","1"
"1555","48","F","235","0","179","0"
"1555","21","F","293","3","79","0"
"1555","44","M","498","3","247","0"
"1555","64","M","125","0","153","0"
"1556","20","F","499","0","207","1"
"1556","35","F","337","3","84","0"
"1556","56","F","249","3","182","0"
"1556","54","F","219","2","148","0"
"1556","17","F","291","3","203","1"
"1556","40","F","171","0","204","1"
"1556","22","M","319","1","189","1"
"1556","45","F","249","0","123","0"
"1556","41","M","203","0","176","1"
"1556","25","F","228","0","230","1"
"1556","57","M","229","1","194","1"
"1556","37","F","478","3","59","0"
"1556","75","F","335","0","246","0"
"1556","62","M","372","4","183","1"
"1556","21","M","158","4","85","0"
"1556","44","M","220","0","168","0"
"1559","10","M","404","4","123","0"
"1559","61","F","299","0","95","1"
"1559","18","F","428","4","126","1"
"1559","74","F","326","1","243","1"
"1559","27","F","170","4","98","1"
"1559","77","F","285","3","182","1"
"1559","35","F","351","3","71","0"
"1559","25","F","359","0","141","0"
"1559","50","F","427","0","85","1"
"1559","11","M","182","4","157","0"
"1559","20","F","333","1","215","1"
"1559","22","F","176","2","178","1"
"1559","57","F","309","0","72","0"
"1559","15","M","427","4","178","1"
"1560","59","M","405","3","61","1"
"1560","57","M","208","4","114","0"
"1560","27","M","134","0","229","0"
"1560","12","F","164","0","148","0"
"1560","62","M","324","4","69","1"
"1560","69","F","498","2","57","0"
"1560","72","F","238","3","61","0"
"1560","78","F","246","0","158","0"
"1560","18","F","500","0","97","1"
"1560","10","F","128","2","95","1"
"1560","14","F","166","1","129","0"
"1560","79","F","404","1","79","0"
